192.151919872	54.2283016651	162.292496974	200.728276701	103.544588176	168.435085233	1018.46244084	561.791909263	939.522562919	1331.95695251	8.81371188079	103.446569737	29.0467156293	152.330640139	162.937633207	22.2026516708	260.551770156	46.5538088426	136.147338795	256.941213433	30.0377948517	
455.69772157	81.1634920473	192.820790859	521.378463671	18.3609733424	77.2979011255	1014.86801379	76.6085518112	364.199187062	1866.7304585	17.200781718	160.025547687	18.6996760747	43.3655453179	2.35560750956	151.579807979	123.263665783	34.1344681693	147.857694572	289.951665412	212.97312907	
1353.69632269	191.74167418	308.53987561	511.844444896	87.8430019844	113.516061111	1013.47199023	376.436011849	133.396325947	1512.02936784	114.550107283	190.973554151	121.95544327	14.5201990763	116.890532599	153.187692463	264.802847749	94.3072782988	10.7352190219	282.240210431	760.80745777	
1588.69062546	9.58455798921	400.026744129	430.403232934	61.317115404	164.317942814	910.82720848	121.572012567	26.9756498679	122.795250658	170.39970817	211.326003136	114.166895963	11.1875844626	80.9070756008	142.551461912	349.57190101	195.856128447	253.983814802	348.889597642	1115.30283249	
540.508584553	5.57002331011	444.85404939	344.617188898	59.5083452291	208.203787329	1094.0936811	141.137534196	113.940380413	84.152827884	202.992060573	209.885149983	122.393967064	111.476433799	116.242430157	278.678357277	318.129882133	86.6307824473	250.707604271	581.481841619	1219.5474937	
1432.87769987	42.2061281067	444.280959896	335.38330627	134.565431706	197.502842495	436.652286565	117.452057675	34.3878867791	631.09800308	128.786740476	152.245965891	75.0142531425	38.4159754359	147.433646871	177.685221223	339.192389338	35.7536645796	232.986225593	178.408585233	1200.3442769	
1739.81308553	165.695528351	656.862036814	406.038279584	87.5740330233	200.746647126	679.301503507	66.4726239184	22.6040300165	694.652742737	103.688377057	182.750180837	144.165862588	15.8327883294	122.650531456	258.33336017	159.838729351	22.1495661213	230.158673394	357.890092488	1217.01498853	
1762.59700236	174.32193134	385.041459154	1922.2928396	70.9717059923	263.950641448	274.9814817	83.4629414509	72.667373896	184.813670873	164.00707823	151.204918869	140.293785618	8.64408416633	219.341242126	278.140029298	244.816250747	18.8401428021	166.002406243	199.482496188	1177.41194083	
1831.80632591	200.189324585	450.3362609	257.41977124	171.355053401	176.810461991	422.74753789	14.4883470879	102.635361985	602.441867803	44.9902678902	244.784287968	88.7339105085	5.03877957968	175.205536649	297.026829171	300.584139988	11.0764615843	132.836585393	161.330118458	1176.32239969	
1883.62834397	181.497807303	436.582961571	195.004983259	240.174235117	256.58234775	580.14611529	67.1626307035	87.1034103493	221.135084343	16.090303109	175.905662273	51.6537729549	6.81103497297	74.1016965098	308.38585724	433.954644243	143.574422335	249.710581644	174.615529434	1168.7162656	
1925.77113402	142.189347684	681.37426515	239.69096284	111.981057732	119.562980033	65.697870353	302.134450376	89.9154082782	524.281061915	76.3010701042	104.517163662	57.5347246482	66.3716341506	223.534481373	355.720496874	461.937856317	113.574901737	185.906622834	188.806249281	590.299034763	
1985.84271537	183.271388228	491.123569464	264.986417064	71.5742713394	184.81898811	966.60606172	50.1643137936	90.5120207396	481.464381298	16.1269878342	185.707797862	141.899198569	82.1975732731	90.8150987405	319.069111392	460.487300147	156.478622254	217.308128964	230.334672983	561.135056233	
1150.80334918	175.205012536	1164.51925399	286.74486664	44.2437551384	250.462140084	91.0813384004	194.841075824	132.704517558	754.647534045	61.7341896346	19.9417600188	85.5851423761	159.133725582	123.573297203	315.096775082	451.994805994	36.3650281015	192.974910181	216.331178229	551.509637288	
2039.35555044	484.78751368	159.393492641	407.454859153	111.959994259	154.662107069	14.88920913	170.438345291	74.6088150105	120.143014573	22.0424851333	128.247814142	101.666310431	106.948811874	113.774963141	160.826030417	458.471938115	69.1657516965	224.353524248	220.747412133	552.540803983	
2057.67675368	201.581085395	108.956031317	283.819250377	52.3374410365	110.795014711	972.335979303	187.264358774	252.525610883	1129.86853876	77.9727232409	156.801715017	20.6911624795	100.249641816	221.722443898	130.053448588	442.78610485	80.8534412808	245.065758555	198.738176474	1038.7513866	
1516.62278524	222.143588246	84.7395343031	335.606012939	35.8703089017	173.192401296	940.881404668	185.293077061	8.70919873521	320.913051315	46.2395830938	61.5443363896	167.39145188	83.8017355608	211.38833593	139.260452222	420.39637522	107.223617275	160.674364938	191.626165008	565.413012028	
1812.55452732	196.549321904	311.247231582	277.023259519	84.9274797732	89.8853139476	126.659427625	86.2979704493	103.416867578	1101.64750881	19.1431906746	45.5168140589	133.158909758	110.233532014	64.3745740258	139.797977416	429.454751714	70.7753053714	326.261417639	181.512863926	566.809956143	
524.451674138	151.951263235	61.3935529985	81.2135263675	35.9650907395	159.759058159	255.399457169	87.6315757919	122.999691078	947.660136388	88.1982242749	53.9882642718	135.705889565	47.2321523152	255.395286489	143.107064642	498.407063085	31.17546887	211.836431797	227.774720105	563.009182328	
1691.15481787	152.314448393	2803.48155616	128.571818003	61.9906264295	113.87274325	235.647819429	203.758067299	126.746755747	394.086735107	4.3292832752	158.067482876	125.688469764	36.0673613653	230.617974557	144.5432406	451.587078601	89.1423908632	153.47223331	50.132766394	564.020264716	
1658.96510747	497.081487633	332.779267253	110.06345601	27.8938232419	84.9671796902	54.4474542543	10.5448777549	38.1490954718	1215.26119791	123.528152121	39.1317240793	44.9445785345	42.3273608225	222.60912794	145.524410422	479.172504531	95.378802814	490.246956698	255.202683408	577.520735917	
1432.5994782	142.401582525	279.667566973	295.963280783	21.2787413858	208.233317465	919.481021349	226.888078592	24.0782769115	1207.32566009	5.59932381777	71.169550074	45.2567123976	96.4901750944	224.765849352	146.538736736	469.371866669	139.67728079	119.600917442	259.171257927	578.677233443	
1332.83703351	120.707604022	314.472466408	242.517337196	1.32324032907	168.397428666	134.276865027	180.415587577	18.3433335268	1214.24278932	25.8884702591	87.3707767968	36.3940545277	124.443683247	21.3592718503	146.31556291	484.047932241	103.711290948	650.377594366	165.946016412	564.568110202	
1681.80434635	133.272841141	90.4039569542	241.350081323	20.2049725649	190.891495757	150.421544086	34.0251273238	95.3869074474	1154.57817072	148.685126838	101.470384211	85.3297528698	116.477879648	268.104503523	149.520254993	440.188172873	178.508574342	574.478993314	162.79362569	571.268372138	
1578.73364114	140.653291542	529.555235784	257.706408372	88.1984415646	223.092382505	5.16984190478	98.6376642691	99.1608934053	1144.53131459	1.52254920669	122.318479799	122.237815105	127.603106646	233.536226434	134.357445763	480.92352457	71.6412404434	649.754816761	153.12587916	563.360389077	
455.413547724	141.169307163	354.645374626	113.569696517	73.3930502289	53.4168235521	17.8860493614	195.183476187	124.09297143	1042.66043119	109.894930352	77.6512380614	140.690200531	130.655554048	225.503993022	147.045609379	469.257629987	145.728574817	238.850556143	55.6938443346	563.044843679	
449.77549504	132.69184037	189.908481487	145.140031112	81.1983741012	105.287191421	9.3337237746	177.193470551	59.1949518077	713.081575733	127.460357909	64.8955352228	56.3501237841	104.006376678	30.7100022455	147.596761857	151.379645753	61.9840132948	243.926470149	280.588060368	569.003427021	
945.541174368	126.120272845	151.51913834	286.448874811	105.389786005	166.709201132	17.3665321655	220.397529719	122.422314606	38.6063999061	123.297398327	25.9792134984	135.763945293	98.3949364217	184.295435474	143.989932399	524.62788188	188.792246357	665.456007509	233.979562568	582.148862081	
1663.17163127	123.905688925	932.643069037	274.931801392	11.3814553043	95.1148190295	44.639448697	145.717520689	262.252003594	18.9392373464	120.841942426	100.511324743	74.6751734475	129.735026366	180.861029021	142.290443731	436.999846941	71.9995877632	260.885276951	151.453735234	590.027307452	
461.966746675	122.26995082	239.846344697	143.531457947	91.9316605747	79.0101718637	63.281600596	233.237616327	255.035528897	6.86390722499	87.8158357112	50.5251276551	122.723269677	97.7782276802	217.630627043	132.959617445	449.575033429	183.114193302	512.326563744	50.1481260084	579.48949392	
465.473686226	142.541543226	165.682930917	318.448567999	58.5507477424	140.655024779	12.800370536	152.51423945	108.809331237	928.009519683	100.354049596	65.1203703938	157.912826754	119.033570117	192.908199585	147.671520146	428.426658519	231.795335646	305.360524554	194.649017353	573.898137243	
1015.80243065	146.196031861	200.792331219	67.1884087958	87.9026773033	278.460171361	60.4683759047	205.279201756	314.014008709	997.748200422	74.3170863806	69.0003850701	31.7758694623	106.033194725	10.4674549341	267.477781207	471.67198579	125.647575985	120.087744643	281.379855191	549.70472996	
473.994476868	148.039154547	212.678385752	294.06914713	1.09211128123	160.834197343	36.9140892537	82.059732498	164.542895294	1014.88336857	17.4064715636	115.195132561	165.496033298	103.079424527	210.54804653	144.38997611	478.784781831	120.091547661	172.670902694	12.0345939335	546.134473514	
471.536628387	147.505658614	365.473847782	121.068602392	81.2463054218	233.41656447	71.951232624	70.4605714153	200.664741368	90.9164492837	71.2136237997	21.2789789324	44.3321239556	180.659625407	208.810217748	142.055681197	457.307891456	86.914337036	37.813010351	74.8431046186	541.552856189	
1612.63495461	146.339763666	659.064517668	175.158871434	90.6008375505	253.915121705	102.674533497	197.990826765	178.070885152	915.549057324	177.26592811	104.715719105	69.0379935886	202.845527846	204.188461211	126.058009099	485.093818556	166.846855728	61.8607227449	16.3444142771	529.429247647	
