3164.18071331	1019.52125496	2913.07732326	1239.04937577	495.108884777	712.193457634	1420.72564057	1111.69520964	594.911679653	3765.24269703	661.73083261	562.347636664	598.584084538	491.756783983	780.408438636	644.061995763	1098.28232257	807.85724138	1354.68620504	1013.72160854	979.637061237	
3090.46854395	973.730365278	1545.18818663	1154.2211212	437.854181539	712.812865249	1432.87247785	1061.26277792	588.974401525	3618.6216406	644.015626815	582.515902796	577.247954342	482.617456088	721.394489519	600.017766493	1077.27806602	823.684350073	1344.72629919	1013.72160854	971.734625411	
3378.42002147	945.550753449	1528.62127	1101.08756832	424.224490279	714.112026442	1550.78778661	623.651453648	580.352604407	3404.06094601	625.76476246	538.934144169	480.735001395	489.80705707	686.070023396	561.918921427	1053.66015203	791.727025372	1321.82725014	1013.72160854	1519.56895411	
3378.42002147	569.19677899	1500.7930565	1045.70100774	408.870268536	709.802342328	1510.39965453	989.319342535	567.335489073	1828.22620834	607.796485463	488.837649917	537.773493089	442.52403664	613.893393199	532.616272338	1077.27732316	553.30474543	1293.17729112	1013.72160854	1494.21268887	
2889.65874049	564.680780673	1466.33191108	1002.24279297	395.326361523	732.752867086	1543.02643835	961.02470521	555.847760518	1736.08149718	643.363275283	473.794468694	521.601077322	419.216698781	599.306125359	639.374073602	1053.71050406	747.452331662	1266.13488701	972.820159201	1504.37659628	
3079.1809108	546.607167629	1538.49234675	937.379707942	444.173176055	693.239044068	1667.1364971	940.43664624	572.889246102	2277.02328125	573.736961838	429.544466899	462.276614711	405.907466663	586.768348781	495.673143372	1030.23337442	514.913857886	1243.98182185	598.71945834	1488.38013091	
3378.42002147	517.205545401	2777.68293918	1020.21700562	371.821602913	709.382568206	1475.54441221	914.380719337	553.889276593	2221.90429575	560.057916954	424.998855394	487.714903179	397.787996965	574.82675458	535.425828141	967.938548734	471.781202804	1217.8172497	758.580760121	1463.14432273	
3378.42002147	534.699411907	1433.67831349	2116.7002506	356.259557814	782.705525399	1533.89173226	892.536692447	533.668779155	1720.97459321	639.854737337	443.896406785	472.163580105	464.349537197	622.102094263	535.383120826	949.83523938	488.903680391	1197.01938467	577.645547385	1431.83596508	
3152.36527598	514.745601177	1469.59869129	824.448006467	395.215657189	676.18210418	1041.69501316	797.131425419	547.841315508	2124.18853839	524.036362465	485.520228924	405.45652768	385.814380126	578.766102565	513.639798147	969.264346916	479.557874277	1179.20600915	938.458162031	1397.29360344	
3066.39974556	510.454104222	1524.68580983	806.865986867	461.31055989	788.932996669	1008.68967441	891.653745433	520.606197974	1740.05476395	505.572958639	397.265199101	394.335021774	381.413491826	552.749099064	513.314222801	967.392128151	432.009005021	1163.72383853	951.743573007	1392.40150659	
